idx,Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,Hour,Minute,IsWeekend
475,10,5,3,F9,RNO,DEN,804.0,6,34,0
476,3,20,1,YV,SBP,PHX,509.0,6,30,0
477,6,14,2,EV,AEX,ATL,500.0,18,46,0
478,8,14,7,DL,BOS,ATL,946.0,22,13,1
479,2,23,4,DL,ATL,LAX,1946.0,15,7,0
480,7,28,4,UA,SFO,LAX,337.0,16,50,0
481,12,27,2,EV,GNV,ATL,300.0,19,9,0
482,10,31,1,WN,ONT,OAK,361.0,14,20,0
483,8,11,5,DL,STL,CVG,307.0,11,28,0
484,1,25,2,XE,DSM,IAH,802.0,15,40,0
485,7,7,4,OH,RDU,MCO,534.0,21,8,0
486,3,14,2,YV,DRO,DEN,251.0,13,8,0
487,11,6,7,AA,DFW,SAT,247.0,20,59,1
488,10,19,4,OO,TUS,SFO,751.0,6,11,0
489,12,23,6,NW,IAH,DTW,1076.0,7,19,1
490,5,5,5,DL,CMH,ATL,446.0,7,13,0
491,3,17,4,UA,SFO,DFW,1464.0,18,51,0
492,11,2,4,OO,LAX,SAN,109.0,14,11,0
493,4,11,2,WN,MCO,MCI,1072.0,7,10,0
494,12,18,7,CO,MCO,CLE,895.0,15,52,1
495,4,9,7,DL,SJC,ATL,2116.0,22,55,1
496,1,3,1,HP,LAS,ATL,1747.0,23,38,0
497,8,2,2,NW,DTW,GRB,288.0,9,9,0
498,8,29,1,WN,CLE,MDW,307.0,19,35,0
499,6,26,7,NW,MEM,MSP,700.0,13,35,1
500,7,16,6,AA,ICT,DFW,328.0,16,33,1
501,2,26,6,AA,MIA,DTW,1145.0,20,30,1
502,9,8,5,WN,LAS,SJC,386.0,17,5,0
503,2,11,5,DL,SAV,ATL,215.0,21,28,0
504,6,20,2,NW,MSP,DTW,528.0,9,3,0
505,10,22,6,XE,IAH,IND,845.0,7,30,1
506,11,13,1,CO,PHX,IAH,1009.0,16,25,0
507,10,9,1,US,LGA,PIT,335.0,15,44,0
508,10,16,7,WN,OAK,PHX,646.0,19,9,1
509,1,31,2,EV,OKC,SLC,866.0,8,48,0
510,8,30,3,WN,HOU,CRP,187.0,18,29,0
511,11,18,6,EV,ATL,MKE,669.0,10,35,1
512,9,24,6,MQ,BOS,DCA,399.0,9,47,1
513,7,30,6,DL,DCA,LGA,214.0,12,28,1
514,7,25,1,AA,DFW,SAT,247.0,18,43,0
515,6,5,1,XE,EWR,RIC,278.0,19,8,0
516,4,5,3,DL,CVG,SEA,1964.0,8,30,0
517,2,27,1,YV,IAD,BOS,413.0,18,46,0
518,5,10,2,B6,IAD,SAN,2253.0,19,39,0
519,4,15,6,EV,ATL,FNT,644.0,11,31,1
520,9,21,4,MQ,SJC,SAN,417.0,19,48,0
521,3,8,3,WN,TUL,DAL,237.0,17,55,0
522,4,21,5,UA,SFO,SEA,679.0,12,9,0
523,7,14,5,AA,ORD,BOS,867.0,10,47,0
524,11,16,3,FL,ATL,JAX,270.0,12,37,0
525,12,3,6,DH,LGA,IAD,229.0,12,30,1
526,6,1,3,FL,BOS,CAK,549.0,13,5,0
527,9,4,1,WN,SAN,PHX,304.0,10,48,0
528,4,19,2,AA,STL,SFO,1736.0,8,51,0
529,5,29,1,MQ,DFW,ICT,328.0,10,44,0
530,1,12,3,WN,SJC,LAS,386.0,14,5,0
531,12,23,5,CO,TPA,EWR,998.0,16,8,0
532,6,30,5,OO,BTM,SLC,357.0,5,56,0
533,11,7,1,CO,IAH,DEN,861.0,15,46,0
534,9,17,6,MQ,DFW,LIT,304.0,14,42,1
535,3,20,7,DL,CVG,MCI,539.0,12,38,1
536,7,18,1,UA,LAX,OGG,2486.0,8,43,0
537,7,18,1,WN,BWI,RDU,255.0,7,15,0
538,9,1,5,XE,IAH,LBB,458.0,15,5,0
539,10,25,2,XE,BRO,IAH,308.0,13,20,0
540,12,27,3,AA,LGA,DFW,1389.0,6,39,0
541,8,27,7,AA,RDU,ORD,647.0,10,6,1
542,12,23,5,MQ,AUS,RDU,1162.0,7,10,0
543,7,27,4,CO,MSP,IAH,1034.0,6,45,0
544,2,21,2,DL,SAT,ATL,874.0,13,52,0
545,6,5,7,US,MCO,PIT,834.0,11,58,1
546,8,11,5,UA,IAD,DEN,1452.0,14,33,0
547,8,27,6,DL,ATL,GSP,153.0,8,27,1
548,11,14,2,NW,MSP,MCO,1310.0,14,9,0
549,12,6,3,WN,BWI,BUF,281.0,9,14,0
550,3,21,2,XE,EWR,ORF,284.0,14,59,0
551,3,30,3,UA,ORD,BOS,867.0,9,24,0
552,12,3,6,OO,SFO,RNO,192.0,12,48,1
553,2,9,4,AA,SJU,FLL,1046.0,15,36,0
554,1,12,4,DL,RSW,BOS,1249.0,16,22,0
555,3,22,3,AA,LAX,EWR,2454.0,12,44,0
556,2,4,6,AA,LAX,DFW,1235.0,8,11,1
557,8,16,2,OH,BGR,CVG,906.0,15,25,0
558,4,5,3,UA,SEA,SFO,679.0,15,24,0
559,3,8,2,WN,MCI,MDW,405.0,13,30,0
560,6,16,4,NW,DTW,PIT,201.0,16,58,0
561,9,25,7,WN,TUL,HOU,453.0,16,30,1
562,10,25,2,DL,ATL,TLH,223.0,14,29,0
563,12,15,5,CO,JFK,IAH,1417.0,14,38,0
564,2,7,1,US,CLT,DCA,331.0,10,58,0
565,11,11,5,CO,DTW,IAH,1076.0,17,54,0
566,10,17,1,CO,EWR,ORD,719.0,13,41,0
567,10,21,5,AA,LGA,MIA,1097.0,16,17,0
568,8,18,4,NW,DFW,DTW,987.0,5,58,0
569,2,8,3,AA,XNA,DFW,281.0,12,34,0
570,8,17,4,WN,PHX,SAN,304.0,9,51,0
571,3,11,5,DL,MDW,ATL,590.0,10,52,0
572,12,26,1,DL,EWR,CVG,569.0,10,55,0
573,7,11,2,MQ,ORD,OMA,416.0,15,32,0
574,5,15,7,WN,HOU,SAT,192.0,8,30,1
575,7,2,7,US,PHX,PIT,1813.0,15,5,1
576,8,9,2,US,DCA,PVD,357.0,15,0,0
577,9,25,7,MQ,LAX,SAN,109.0,18,55,1
578,9,23,5,NW,MSP,ORD,334.0,10,27,0
579,1,15,7,HA,LIH,HNL,102.0,10,50,1
580,4,25,1,OO,PDX,SEA,129.0,10,43,0
581,8,1,1,OH,CVG,BOS,752.0,9,50,0
582,9,30,6,WN,LAS,DEN,629.0,17,51,1
583,7,6,4,YV,DRO,DEN,251.0,10,12,0
584,3,14,2,XE,CLE,CMH,112.0,8,44,0
585,2,20,7,WN,PHX,ELP,347.0,12,12,1
586,5,24,3,OH,CVG,GRR,268.0,10,45,0
587,10,24,1,AA,MCI,DFW,460.0,10,34,0
588,2,12,6,XE,IAH,DFW,224.0,10,55,1
589,6,30,5,NW,MSP,BNA,695.0,15,43,0
590,3,31,4,NW,SEA,MSP,1399.0,16,3,0
591,11,22,3,CO,LGA,IAH,1416.0,21,17,0
592,7,11,1,DL,MKE,ATL,669.0,8,53,0
593,5,29,7,OO,CPR,SLC,320.0,7,35,1
594,10,2,1,WN,SAN,SMF,480.0,7,51,0
595,4,26,2,WN,BWI,ISP,220.0,15,30,0
596,9,20,2,XE,EWR,XNA,1130.0,16,34,0
597,11,23,3,DH,IAD,CRW,227.0,15,20,0
598,9,28,4,DL,SLC,LAS,368.0,8,19,0
599,12,12,1,XE,SDF,EWR,642.0,17,5,0
600,5,24,3,NW,SEA,MEM,1870.0,12,24,0
601,7,13,4,NW,JAC,MSP,872.0,8,55,0
602,11,28,1,WN,ONT,SJC,333.0,6,15,0
603,11,16,3,B6,LGB,JFK,2465.0,12,41,0
604,6,20,1,AA,DFW,ONT,1189.0,10,55,0
605,7,5,2,AA,BOS,SFO,2704.0,14,34,0
606,10,14,6,CO,IAH,JFK,1417.0,16,20,1
607,12,11,1,OO,ORD,MEM,491.0,15,20,0
608,6,1,4,EV,XNA,ATL,589.0,16,20,0
609,9,26,1,AA,MCO,LGA,950.0,20,50,0
610,12,18,7,AA,ORD,BOS,867.0,13,28,1
611,8,1,2,WN,LAS,AUS,1090.0,20,3,0
612,2,2,4,EV,AVL,ATL,164.0,16,10,0
613,7,14,5,MQ,SAN,LAX,109.0,11,25,0
614,7,21,4,OO,LAX,OAK,337.0,14,54,0
615,8,6,6,AA,DFW,SAN,1171.0,16,47,1
616,12,20,3,OH,LGA,RDU,431.0,14,27,0
617,11,3,5,AS,SEA,GEG,224.0,23,0,0
618,6,19,1,UA,IAD,LAX,2288.0,14,45,0
619,4,8,5,UA,SFO,LAS,414.0,20,14,0
620,8,27,7,MQ,MEM,ORD,491.0,10,30,1
621,5,28,6,WN,MCO,MDW,989.0,19,30,1
622,4,20,3,CO,DFW,IAH,224.0,15,20,0
623,10,22,7,WN,LAX,ELP,714.0,18,5,1
624,2,19,6,DL,ATL,DAY,432.0,14,49,1
625,2,6,7,UA,PDX,SFO,550.0,17,11,1
626,12,17,7,UA,LAS,IAD,2066.0,13,35,1
627,6,30,5,AA,SFO,ORD,1846.0,13,1,0
628,1,2,1,NW,GRB,DTW,288.0,7,57,0
629,3,27,1,US,LGA,BOS,185.0,11,53,0
630,7,7,4,DL,MCO,BOS,1121.0,7,27,0
631,7,9,7,FL,PHF,ATL,508.0,5,50,1
632,12,18,7,OH,CHS,CVG,497.0,7,30,1
633,7,8,6,AS,PDX,SAN,933.0,7,15,1
634,8,24,3,UA,SAN,DEN,853.0,6,19,0
635,7,13,3,US,DTW,CLT,500.0,7,1,0
636,9,19,2,UA,LAX,BOS,2611.0,22,28,0
637,6,2,4,DH,IAD,HPN,247.0,13,0,0
638,7,1,6,TZ,LGA,MDW,725.0,6,4,1
639,8,17,4,WN,LAS,RNO,345.0,12,40,0
640,12,4,1,OH,CVG,TUL,646.0,15,4,0
641,8,10,4,EV,GPT,ATL,352.0,9,18,0
642,3,28,1,WN,PHX,LAS,256.0,11,0,0
643,4,19,2,NW,MEM,VPS,369.0,19,53,0
644,9,6,2,NW,MSP,MIA,1501.0,11,3,0
645,3,8,2,MQ,ORD,CMI,135.0,19,5,0
646,5,14,7,MQ,BGR,BOS,201.0,12,33,1
647,4,23,6,XE,MCI,IAH,643.0,13,7,1
648,11,5,7,AQ,OGG,HNL,100.0,16,53,1
649,12,17,6,AS,LAS,SEA,866.0,16,33,1
650,4,5,2,AA,DFW,OKC,175.0,22,56,0
651,12,15,4,AA,SAT,DFW,247.0,10,37,0
652,1,3,2,YV,CLT,IAD,321.0,6,26,0
653,12,5,2,AA,EWR,DFW,1372.0,9,22,0
654,9,24,6,WN,STL,OMA,342.0,15,50,1
655,6,5,1,US,SYR,PHL,228.0,7,7,0
656,2,1,2,XE,IAD,CLE,288.0,18,22,0
657,11,27,7,DL,TPA,JFK,1005.0,18,11,1
658,4,25,1,XE,CLE,GRR,214.0,20,33,0
659,8,1,1,WN,SMF,SEA,605.0,13,1,0
660,3,3,4,DL,JAN,ATL,341.0,8,13,0
661,8,3,3,US,PHL,IND,587.0,13,29,0
662,1,7,5,CO,IAH,MIA,964.0,13,33,0
663,7,23,6,OO,PSP,LAX,110.0,14,38,1
664,3,18,6,XE,EWR,CVG,569.0,16,55,1
665,4,4,1,OO,ORD,LNK,466.0,7,55,0
666,2,2,4,MQ,ORD,HPN,738.0,13,41,0
667,2,23,4,AA,MCO,SJU,1189.0,13,6,0
668,7,2,7,WN,TPA,PHX,1788.0,17,22,1
669,1,30,7,UA,DEN,IAD,1452.0,11,21,1
670,10,2,1,WN,SJC,LAX,308.0,18,28,0
671,3,10,4,DL,DEN,SLC,391.0,6,6,0
672,1,25,2,HP,LAS,DEN,629.0,17,40,0
673,9,21,4,XE,EWR,IND,644.0,12,21,0
674,9,21,3,UA,ORD,DCA,612.0,20,41,0
675,2,7,2,EV,ATL,EYW,646.0,14,22,0
676,4,13,3,NW,MEM,IAH,469.0,10,0,0
677,6,21,3,WN,OAK,LAX,337.0,5,59,0
678,2,28,2,FL,ATL,PIT,526.0,18,8,0
679,7,6,3,HP,PHX,ELP,347.0,12,19,0
680,9,21,4,WN,SAN,PHX,304.0,13,56,0
681,11,19,7,WN,SJC,SEA,697.0,11,21,1
682,4,20,4,MQ,DTW,ORD,235.0,18,45,0
683,10,5,3,WN,LAX,ABQ,677.0,10,54,0
684,12,20,2,WN,PVD,TPA,1137.0,15,25,0
685,6,21,3,UA,SFO,IAD,2419.0,10,11,0
686,9,9,5,EV,ATL,ICT,781.0,14,27,0
687,1,19,4,WN,MHT,BWI,377.0,7,2,0
688,1,5,4,UA,PHX,LAX,370.0,11,22,0
689,5,30,2,EV,ATL,TUL,674.0,15,34,0
690,8,20,7,OO,MRY,SFO,77.0,21,47,1
691,8,11,4,AA,IAH,ORD,925.0,18,1,0
692,8,24,4,MQ,EWR,BOS,200.0,15,15,0
693,10,21,6,US,CLT,BDL,644.0,21,48,1
694,4,26,3,AA,SNA,DFW,1205.0,17,37,0
695,8,19,5,WN,DAL,MAF,319.0,8,25,0
696,9,13,3,AS,ANC,BET,399.0,18,34,0
697,12,6,3,DL,BNA,ATL,214.0,18,33,0
698,1,12,4,EV,ATL,HSV,151.0,15,50,0
699,11,29,2,OO,SLC,PHX,507.0,15,59,0
700,11,9,4,OO,CLD,LAX,86.0,13,17,0
701,2,25,6,OH,BWI,BOS,370.0,15,30,1
702,4,2,6,AS,RNO,SEA,564.0,18,34,1
703,7,22,5,OO,FAT,SFO,158.0,6,30,0
704,3,14,2,NW,ORF,DTW,529.0,9,0,0
705,7,22,6,EV,MSN,ATL,707.0,6,21,1
706,1,12,3,AS,SEA,BOI,399.0,10,23,0
707,2,2,4,DL,ATL,IAD,533.0,16,44,0
708,5,12,5,UA,PHL,ORD,678.0,19,37,0
709,6,17,6,AA,BDL,ORD,783.0,16,45,1
710,1,24,1,WN,MCI,LAS,1140.0,18,15,0
711,7,13,4,UA,IAD,OAK,2408.0,21,52,0
712,10,28,5,WN,PDX,BOI,344.0,7,30,0
713,6,15,3,OH,CVG,ORF,485.0,13,30,0
714,1,4,3,AA,ORD,STL,258.0,17,11,0
715,8,23,3,XE,RDU,CLE,416.0,6,35,0
716,5,7,7,AA,DFW,ATL,732.0,21,34,1
717,3,3,4,CO,FLL,CLE,1062.0,13,12,0
718,7,31,7,F9,PHX,DEN,602.0,9,56,1
719,2,28,2,F9,DEN,IAH,861.0,10,31,0
720,7,16,6,AA,CLT,MIA,650.0,6,32,1
721,8,10,4,NW,GRR,DTW,120.0,6,44,0
722,1,4,3,US,PHX,DEN,602.0,21,55,0
723,2,22,2,OO,MRY,SFO,77.0,14,9,0
724,7,29,5,AA,LAX,ORD,1745.0,8,12,0
725,8,18,4,AA,DFW,SAT,247.0,9,43,0
726,5,8,1,EV,CAE,CVG,404.0,6,2,0
727,9,8,4,WN,LAS,LAX,236.0,19,50,0
728,6,4,7,WN,LAX,TUS,451.0,7,38,1
729,1,7,5,UA,SFO,IAD,2419.0,17,12,0
730,3,26,6,NW,DCA,DTW,405.0,9,17,1
731,11,26,6,UA,ORD,LAX,1745.0,21,52,1
732,9,28,3,B6,JFK,PBI,1028.0,7,3,0
733,11,18,6,WN,LAS,SLC,368.0,16,2,1
734,10,12,4,US,PHX,SLC,507.0,16,19,0
735,3,9,3,UA,IAD,DEN,1452.0,16,43,0
736,8,29,1,WN,OAK,SEA,671.0,7,50,0
737,4,20,3,OH,JFK,JAX,829.0,17,50,0
738,7,5,2,OO,LAX,PSP,110.0,10,55,0
739,9,26,1,WN,PVD,BWI,328.0,19,10,0
740,9,4,1,WN,SAN,PHX,304.0,20,25,0
741,12,13,2,XE,BNA,CLE,448.0,17,37,0
742,3,29,2,HP,DFW,LAS,1055.0,21,55,0
743,2,15,3,US,PHX,SMF,647.0,14,25,0
744,9,6,2,WN,ISP,FLL,1093.0,17,5,0
745,2,3,5,DL,ATL,DCA,547.0,17,27,0
746,7,4,1,WN,RNO,LAS,345.0,19,15,0
747,10,11,2,OH,EVV,CVG,170.0,7,0,0
748,2,15,2,MQ,DFW,MEM,432.0,13,18,0
749,12,4,1,AA,DTW,DFW,987.0,19,11,0
750,10,28,5,TZ,MDW,MSP,349.0,21,35,0
751,8,27,6,AA,ORD,SEA,1721.0,16,14,1
752,3,13,1,WN,MHT,PHL,290.0,19,15,0
753,3,4,5,NW,MSP,LAN,455.0,20,59,0
754,7,25,1,UA,ORD,DCA,612.0,18,13,0
755,2,3,4,UA,LAX,EWR,2454.0,22,17,0
756,12,23,5,UA,IAD,LAX,2288.0,19,8,0
757,11,15,2,UA,DEN,LAS,629.0,11,25,0
758,5,15,1,YV,SAT,PHX,843.0,6,5,0
759,8,7,7,UA,DEN,SMF,910.0,20,36,1
760,3,19,7,WN,PDX,PHX,1009.0,15,30,1
761,9,10,7,US,RDU,PHL,336.0,6,52,1
762,7,4,1,CO,SEA,EWR,2401.0,7,55,0
763,11,11,5,WN,SEA,RNO,564.0,8,55,0
764,5,2,1,DL,ATL,VPS,264.0,9,50,0
765,1,5,4,AA,MCI,ORD,403.0,9,8,0
766,4,10,1,AA,HNL,LAX,2556.0,14,45,0
767,2,19,6,OH,CVG,CLT,335.0,21,55,1
768,8,13,7,AS,SJC,SEA,697.0,17,26,1
769,10,28,5,MQ,DFW,SHV,190.0,17,55,0
770,11,28,1,WN,BUR,PHX,369.0,7,10,0
771,10,9,7,OO,PSC,SEA,172.0,4,55,1
772,4,9,6,HP,CMH,PHX,1671.0,17,9,1
773,3,29,2,UA,DEN,PHX,602.0,15,2,0
774,1,28,5,WN,MDW,STL,251.0,15,10,0
775,5,17,2,OO,SLC,TUS,601.0,13,8,0
776,4,29,5,OO,SBP,SFO,191.0,17,50,0
777,5,9,1,HP,LAS,SFO,414.0,20,43,0
778,6,16,4,CO,IAH,LAS,1222.0,19,10,0
779,8,6,7,XE,IAH,ABQ,744.0,18,31,1
780,10,9,1,OO,LAX,SJC,308.0,8,28,0
781,6,27,2,WN,AUS,DAL,189.0,17,10,0
782,2,26,7,AA,LAX,DFW,1235.0,18,37,1
783,7,31,1,YV,ONT,LAS,197.0,10,25,0
784,4,9,7,WN,LAX,LAS,236.0,19,38,1
785,11,17,5,WN,CLE,BNA,448.0,11,42,0
786,1,2,1,US,DTW,LAS,1750.0,22,4,0
787,9,5,1,CO,BOS,IAH,1597.0,13,19,0
788,6,24,5,NW,MSP,MCI,393.0,11,24,0
789,10,4,3,XE,MDW,CLE,307.0,18,15,0
790,5,14,7,OH,BNA,CVG,230.0,9,10,1
791,10,1,6,XE,MHT,CLE,544.0,6,22,1
792,5,15,7,AA,DFW,JFK,1391.0,12,45,1
793,10,12,4,WN,BWI,SAN,2295.0,19,57,0
794,7,21,5,WN,DTW,MDW,229.0,14,20,0
795,3,27,7,FL,FLL,ATL,581.0,5,33,1
796,5,29,7,WN,HOU,MSY,303.0,16,55,1
797,7,25,1,DL,SLC,SJC,585.0,11,17,0
798,7,24,1,AQ,HNL,LIH,102.0,11,52,0
799,8,22,2,NW,TPA,DTW,983.0,15,24,0
800,11,27,1,FL,DFW,MDW,797.0,6,38,0
801,11,8,3,AA,LAX,DFW,1235.0,0,36,0
802,3,1,2,NW,DTW,TPA,983.0,6,35,0
803,12,10,6,HP,PHX,SEA,1107.0,11,22,1
804,4,11,1,UA,LAX,JFK,2475.0,7,17,0
805,9,1,4,AA,LGA,MIA,1097.0,10,31,0
806,8,27,7,AA,DEN,DFW,641.0,9,31,1
807,6,1,4,OH,CVG,IAH,871.0,14,0,0
808,12,30,6,WN,PHX,SMF,647.0,21,23,1
809,11,3,4,AA,SLC,ORD,1249.0,13,24,0
810,8,21,7,US,MSY,CLT,651.0,7,16,1
811,1,19,4,WN,MCO,BWI,787.0,14,17,0
812,5,31,2,US,TPA,DCA,814.0,13,50,0
813,3,13,1,EV,ATL,MKE,669.0,15,57,0
814,5,13,6,MQ,DFW,JAN,408.0,19,54,1
815,9,8,5,NW,MSP,FAR,223.0,22,8,0
816,10,31,2,AQ,OGG,LIH,202.0,9,28,0
817,4,19,2,DL,SNA,SLC,588.0,13,0,0
818,7,5,2,AA,ORD,STL,258.0,11,2,0
819,8,10,3,AA,LGA,MIA,1097.0,16,0,0
820,2,21,2,YV,ORD,ABE,654.0,9,37,0
821,6,6,2,EV,ATL,EVV,350.0,9,30,0
822,9,15,4,US,LGA,BUF,292.0,20,34,0
823,1,23,7,OO,DEN,COS,72.0,16,39,1
824,7,17,1,CO,IAH,LGA,1416.0,8,45,0
825,10,21,6,MQ,BOS,JFK,187.0,18,15,1
826,1,18,3,NW,MEM,LAX,1619.0,8,51,0
827,7,18,1,WN,BWI,SAN,2295.0,9,55,0
828,8,17,4,OO,SLC,RNO,422.0,15,7,0
829,4,6,3,HP,LAS,SAN,258.0,11,44,0
830,1,11,3,WN,HOU,SAT,192.0,8,27,0
831,2,23,4,NW,MSP,BWI,936.0,10,20,0
832,3,28,2,OO,SLC,EUG,619.0,11,25,0
833,12,16,6,NW,MHT,DTW,609.0,7,15,1
834,8,3,4,MQ,SNA,SJC,342.0,17,21,0
835,7,31,7,UA,IAD,ORD,589.0,5,59,1
836,6,23,4,MQ,DFW,ICT,328.0,17,52,0
837,2,5,6,MQ,BWI,BOS,370.0,10,40,1
838,6,11,7,DL,SLC,MCO,1929.0,9,51,1
839,11,20,7,MQ,ORD,CLE,316.0,21,50,1
840,2,1,2,WN,HOU,TUL,453.0,8,20,0
841,10,25,3,WN,DAL,HOU,239.0,20,34,0
842,5,9,2,AQ,HNL,KOA,163.0,5,27,0
843,10,16,7,OH,CVG,GSP,317.0,19,28,1
844,8,28,1,WN,HOU,LAS,1235.0,7,11,0
845,6,5,1,EV,MEI,ATL,267.0,17,20,0
846,1,1,7,WN,MHT,MDW,838.0,10,20,1
847,10,12,4,WN,MDW,MCI,405.0,19,59,0
848,6,1,4,OO,ELP,DEN,563.0,12,20,0
849,2,14,1,US,RIC,PHL,198.0,17,4,0
850,6,5,1,UA,SEA,IAD,2306.0,23,18,0
851,6,14,3,EV,SLC,MKE,1246.0,17,19,0
852,3,16,3,WN,MDW,SDF,271.0,16,35,0
853,8,20,6,WN,BWI,MHT,377.0,7,0,1
854,2,1,3,UA,ORD,TPA,1012.0,15,49,0
855,12,13,2,XE,PHL,CLE,363.0,12,57,0
856,7,31,1,WN,DAL,HOU,239.0,19,27,0
857,12,4,1,NW,CMH,DTW,155.0,17,34,0
858,7,31,1,OH,LEX,CVG,70.0,15,50,0
859,3,9,4,EV,ATL,GRR,640.0,15,12,0
860,10,21,5,WN,SJC,RNO,188.0,11,20,0
861,8,12,6,WN,SAN,LAS,258.0,11,20,1
862,8,8,1,WN,FLL,PHL,992.0,9,30,0
863,4,14,4,DH,IAD,GSP,383.0,15,28,0
864,7,19,2,UA,AUS,DEN,775.0,17,33,0
865,5,14,7,WN,PDX,SMF,479.0,16,35,1
866,3,21,1,WN,AUS,PHX,872.0,16,54,0
867,11,6,7,AA,LAS,SJC,386.0,9,50,1
868,11,27,7,UA,LAX,PHX,370.0,12,48,1
869,10,19,3,NW,SGF,MEM,243.0,16,10,0
870,6,25,7,US,PIT,FLL,994.0,7,28,1
871,6,26,1,WN,SMF,BUR,358.0,10,20,0
872,12,10,7,OH,DSM,CVG,505.0,17,26,1
873,2,26,6,MQ,DFW,DSM,624.0,8,4,1
874,6,4,6,OO,SLC,ABQ,493.0,16,0,1
875,11,6,1,WN,PVD,PHX,2277.0,13,55,0
876,3,8,2,US,MCO,PHL,861.0,19,16,0
877,12,2,6,OH,BUF,CVG,410.0,9,10,1
878,12,30,6,NW,IND,FLL,1005.0,14,33,1
879,8,25,4,AA,DFW,MCI,460.0,12,52,0
880,9,27,3,DL,SLC,BWI,1864.0,9,58,0
881,5,29,1,AS,LAS,SEA,866.0,10,7,0
882,12,22,4,OO,LAX,SFO,337.0,22,14,0
883,12,14,4,EV,ATL,FLO,273.0,19,30,0
884,7,12,3,UA,LAX,IAD,2288.0,10,29,0
885,5,26,4,EV,ATL,ISO,406.0,15,45,0
886,7,13,4,XE,MAF,IAH,429.0,13,36,0
887,1,5,4,UA,IAD,MCO,758.0,21,47,0
888,2,8,3,DL,ATL,GSO,306.0,9,41,0
889,12,25,1,AA,EWR,LAX,2454.0,17,14,0
890,10,20,5,OH,BHM,LGA,866.0,6,26,0
891,5,10,2,OH,IND,CVG,98.0,11,15,0
892,12,21,3,OH,CVG,BNA,230.0,12,40,0
893,8,24,4,CO,SAT,IAH,191.0,5,59,0
894,5,21,7,OH,BOS,ORF,468.0,15,50,1
895,5,26,5,US,BOS,CLT,728.0,15,56,0
896,10,21,6,AA,DFW,MFE,468.0,11,38,1
897,9,24,6,DL,PDX,SLC,630.0,9,26,1
898,2,22,2,MQ,JAN,DFW,408.0,13,3,0
899,4,25,2,EV,OKC,SLC,866.0,14,20,0
900,2,7,1,WN,LBB,DAL,293.0,15,35,0
901,9,8,4,AA,EWR,ORD,719.0,10,27,0
902,10,4,3,NW,DTW,MCI,629.0,19,51,0
903,7,14,5,NW,DTW,SAT,1215.0,15,33,0
904,9,28,4,WN,RSW,BWI,919.0,11,18,0
905,8,17,3,NW,ANC,MSP,2518.0,0,59,0
906,4,23,7,US,CLT,MIA,650.0,9,49,1
907,1,8,6,DL,LGA,ATL,761.0,12,54,1
908,10,28,5,MQ,MOB,DFW,540.0,6,31,0
909,8,15,2,WN,TUL,DAL,237.0,17,32,0
910,7,11,2,UA,DEN,MCI,533.0,15,57,0
911,9,4,1,CO,MCO,EWR,938.0,19,41,0
912,2,20,7,WN,SMF,LAX,373.0,22,0,1
913,2,11,6,WN,LAX,BWI,2329.0,8,45,1
914,8,11,4,DL,ATL,CLE,554.0,16,2,0
915,5,31,2,CO,CLE,MCO,895.0,8,56,0
916,5,26,4,XE,PBI,CLE,1020.0,13,9,0
917,8,14,7,XE,MEM,EWR,946.0,14,40,1
918,12,22,5,NW,IND,MSP,503.0,16,11,0
919,3,3,4,OO,GEG,SEA,224.0,13,32,0
920,4,24,7,NW,EWR,MEM,946.0,6,36,1
921,3,4,5,US,CLT,MCO,468.0,22,58,0
922,6,7,2,US,CLT,PHL,448.0,16,6,0
923,9,17,7,CO,IAH,ORD,925.0,20,27,1
924,4,25,1,XE,LFT,IAH,201.0,6,50,0
925,1,4,2,UA,LAX,MCO,2217.0,22,35,0
926,1,20,4,DH,IAD,JFK,228.0,13,59,0
927,6,28,3,WN,BNA,BWI,588.0,14,58,0
928,1,2,1,AA,ORD,FLL,1182.0,13,14,0
929,9,14,3,OH,CVG,CAK,214.0,17,30,0
930,8,16,3,UA,LAS,DEN,629.0,6,45,0
931,3,19,6,OH,JFK,GSO,459.0,20,10,1
932,11,9,3,EV,MYR,ATL,317.0,5,55,0
933,10,27,4,NW,OMA,MSP,282.0,18,21,0
934,12,29,5,MQ,MTJ,DFW,722.0,13,40,0
935,11,8,2,WN,LAX,PHX,370.0,9,0,0
936,1,5,3,CO,EWR,ATL,745.0,15,31,0
937,10,24,2,OH,JFK,RDU,426.0,18,20,0
938,2,25,6,AA,DFW,MIA,1121.0,12,59,1
939,12,15,5,AA,DFW,MCO,984.0,21,5,0
940,11,11,5,XE,IAH,MSP,1034.0,15,39,0
941,12,18,1,XE,EWR,XNA,1130.0,15,37,0
942,11,12,7,US,SJU,IAD,1571.0,14,35,1
943,11,2,4,AA,LGA,ORD,733.0,9,54,0
944,2,20,1,OO,SFO,RDD,199.0,11,43,0
945,11,22,3,NW,MSP,SAT,1097.0,14,4,0
946,4,17,7,AA,BNA,DFW,631.0,6,30,1
947,8,3,4,AA,DTW,DFW,987.0,9,25,0
948,3,21,2,CO,MCO,CLE,895.0,15,44,0
949,8,4,4,MQ,DSM,ORD,299.0,12,0,0
950,11,29,2,AA,ATL,DFW,732.0,7,16,0
951,2,11,6,OH,CVG,BHM,396.0,8,15,1
